engine_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL,sensor_2_avg5,sensor_2_avg10,sensor_2_avg20,sensor_2_avg30,sensor_4_avg5,sensor_4_avg10,sensor_4_avg20,sensor_4_avg30,sensor_11_avg5,sensor_11_avg10,sensor_11_avg20,sensor_11_avg30,sensor_15_avg5,sensor_15_avg10,sensor_15_avg20,sensor_15_avg30,sensor_17_avg5,sensor_17_avg10,sensor_17_avg20,sensor_17_avg30,sensor_2_diff,sensor_4_diff,sensor_11_diff,sensor_15_diff,sensor_17_diff,Health_Status,Health_Score,Predicted_RUL,Recommendation
20,70,0.0006,-0.0002,100.0,518.67,642.5,1590.96,1408.9,14.62,21.61,553.18,2388.1,9056.14,1.3,47.45,520.96,2388.1,8141.09,8.4021,0.03,393,2388,100.0,38.81,23.3289,164,642.356,642.423,642.6629999999999,642.6216666666667,1406.426,1407.368,1407.9805000000001,1407.8183333333332,47.452,47.446,47.48950000000001,47.49699999999999,8.441120000000002,8.43529,8.440815,8.440583333333333,392.8,392.8,392.85,393.1,0.22000000000002728,4.710000000000036,0.07000000000000028,-0.05519999999999925,0.0,Warning,53,147.46832045676317,Schedule Maintenance Soon
21,139,0.0004,0.0004,100.0,518.67,643.01,1594.76,1416.14,14.62,21.61,553.28,2388.08,9073.29,1.3,47.7,521.2,2388.15,8152.45,8.4359,0.03,392,2388,100.0,38.8,23.2491,56,642.708,642.7389999999999,642.7245,642.73,1409.342,1410.167,1409.654,1410.3410000000001,47.582,47.547,47.5555,47.55333333333333,8.4494,8.44616,8.445455,8.44673,393.2,393.7,393.15,393.1333333333333,0.2599999999999909,9.900000000000091,0.2600000000000051,0.0009999999999994458,-1.0,Warning,23,64.36651880035949,Schedule Maintenance Soon
22,96,-0.0031,0.0002,100.0,518.67,642.57,1594.05,1409.51,14.62,21.61,552.99,2388.18,9052.54,1.3,47.58,520.9,2388.19,8127.71,8.4624,0.03,395,2388,100.0,38.82,23.1353,106,642.742,642.83,642.7964999999999,642.8086666666666,1413.0880000000002,1412.34,1411.734,1411.388,47.61,47.662,47.6605,47.659,8.45692,8.45492,8.460065,8.45875,394.6,393.9,393.65,393.6,-0.35999999999989996,-6.1400000000001,0.01999999999999602,0.010400000000000631,1.0,Warning,37,103.78919047619048,Schedule Maintenance Soon
23,138,0.0028,-0.0004,100.0,518.67,643.3,1600.93,1419.12,14.62,21.61,552.41,2388.16,9052.86,1.3,47.94,521.02,2388.18,8133.11,8.51,0.03,394,2388,100.0,38.43,23.1726,30,643.14,643.1659999999999,643.0804999999999,643.105,1415.008,1417.056,1416.5359999999998,1415.1203333333333,47.852,47.815,47.7445,47.734,8.48788,8.480900000000002,8.472085,8.46814,394.8,394.5,394.3,394.1666666666667,0.2999999999999545,6.369999999999891,0.07000000000000028,0.07060000000000066,-3.0,Critical,10,27.461428571428574,Immediate Maintenance Required
24,126,0.0007,0.0004,100.0,518.67,642.91,1597.88,1418.2,14.62,21.61,552.9,2388.18,9056.52,1.3,47.92,520.47,2388.2,8135.28,8.4526,0.03,394,2388,100.0,38.74,23.1972,21,643.054,643.015,642.9530000000001,642.913,1416.1080000000002,1416.2559999999999,1414.0545,1412.0183333333332,47.757999999999996,47.729,47.666,47.629999999999995,8.47326,8.46221,8.459215,8.457600000000001,394.4,394.2,393.7,393.56666666666666,-0.2900000000000773,-3.2799999999999727,0.10000000000000142,-0.05940000000000012,0.0,Critical,9,24.564990098790105,Immediate Maintenance Required
25,218,0.0009,-0.0003,100.0,518.67,643.2,1601.87,1424.69,14.62,21.61,551.96,2388.1,9128.54,1.3,48.12,520.2,2388.16,8192.99,8.5042,0.03,395,2388,100.0,38.49,23.1001,12,643.3080000000001,643.3059999999999,643.3530000000001,643.2716666666668,1423.564,1424.219,1422.6100000000001,1420.7646666666667,47.980000000000004,47.955,47.893,47.873000000000005,8.51336,8.50239,8.49793,8.4913,396.2,395.9,395.6,395.3,0.14000000000010004,-6.769999999999982,0.1599999999999966,-0.02909999999999968,-2.0,Critical,4,10.803333333333333,Immediate Maintenance Required
26,83,-0.0008,-0.0005,100.0,518.67,642.51,1586.24,1412.74,14.62,21.61,552.78,2388.09,9046.34,1.3,47.71,521.39,2388.12,8131.79,8.4319,0.03,392,2388,100.0,38.81,23.2766,116,642.6300000000001,642.665,642.692,642.7426666666667,1409.886,1410.068,1410.3145,1409.9360000000001,47.536,47.540000000000006,47.541999999999994,47.54633333333334,8.46218,8.454640000000001,8.443285,8.44475,392.2,392.7,392.8,393.0,-0.37999999999999545,8.150000000000091,0.28999999999999915,-0.04699999999999882,-2.0,Warning,42,115.41330916705536,Schedule Maintenance Soon
27,97,0.0031,-0.0003,100.0,518.67,643.17,1584.43,1417.08,14.62,21.61,552.48,2388.1,9075.95,1.3,47.53,521.28,2388.13,8151.37,8.4153,0.03,392,2388,100.0,38.76,23.2503,59,642.828,642.729,642.6285,642.6513333333332,1413.4919999999997,1411.0929999999998,1410.4869999999999,1409.6443333333334,47.576,47.569,47.545,47.52733333333333,8.443560000000002,8.445559999999999,8.44334,8.437546666666666,393.0,393.2,393.2,393.1,0.5099999999999909,1.349999999999909,-0.14000000000000057,-0.06869999999999976,-1.0,Warning,24,65.49597621555287,Schedule Maintenance Soon
28,136,0.0023,0.0005,100.0,518.67,643.3,1590.51,1417.54,14.62,21.61,553.19,2388.12,9070.18,1.3,47.74,521.06,2388.11,8158.08,8.4334,0.03,393,2388,100.0,38.79,23.2216,29,642.9100000000001,642.8799999999999,642.783,642.6973333333334,1414.418,1411.9180000000001,1409.0935,1407.8406666666667,47.644000000000005,47.579,47.517,47.49166666666667,8.43766,8.44607,8.443985000000001,8.439506666666666,394.2,393.9,393.45,393.26666666666665,0.31999999999993634,1.5499999999999545,0.1700000000000017,0.02030000000000065,-2.0,Critical,13,37.28159722222222,Immediate Maintenance Required
29,136,-0.0011,-0.0005,100.0,518.67,643.09,1593.44,1415.61,14.62,21.61,553.04,2388.15,9060.64,1.3,47.98,520.37,2388.16,8135.69,8.4464,0.03,393,2388,100.0,38.57,23.1277,27,643.434,643.299,643.139,643.0516666666666,1415.354,1415.533,1414.502,1414.1186666666667,47.844,47.785,47.7245,47.666666666666664,8.467740000000001,8.46355,8.464375,8.4629,393.8,394.2,393.9,394.03333333333336,-0.5199999999999818,-1.6300000000001091,0.03999999999999915,-0.02919999999999945,-1.0,Critical,10,28.67437100103199,Immediate Maintenance Required
30,139,0.0011,-0.0004,100.0,518.67,642.29,1590.39,1408.71,14.62,21.61,553.44,2388.05,9060.32,1.3,47.6,521.57,2388.09,8144.41,8.4358,0.03,394,2388,100.0,38.79,23.2696,55,642.5440000000001,642.473,642.4565,642.395,1407.05,1405.4270000000001,1404.8315,1403.5240000000001,47.474000000000004,47.410000000000004,47.385000000000005,47.349000000000004,8.431819999999998,8.422270000000001,8.424150000000001,8.419986666666667,393.0,392.8,392.4,392.3666666666667,-0.4500000000000455,-3.230000000000018,0.020000000000003126,-0.00849999999999973,1.0,Warning,22,62.073714926043735,Schedule Maintenance Soon
31,70,-0.0017,-0.0002,100.0,518.67,641.95,1578.36,1390.86,14.62,21.61,554.37,2388.04,9058.4,1.3,47.37,522.48,2388.07,8143.0,8.3843,0.03,391,2388,100.0,39.07,23.4163,164,642.148,642.164,642.1865,642.1736666666667,1399.6899999999998,1400.0769999999998,1399.089,1398.74,47.262,47.257999999999996,47.241,47.215333333333334,8.39494,8.40067,8.400995,8.397353333333333,391.0,391.3,391.8,391.8333333333333,-0.1999999999999318,-12.009999999999991,0.0899999999999963,0.02459999999999951,0.0,Healthy,57,158.08455117926903,Operating Normally
32,153,-0.004,0.0002,100.0,518.67,643.43,1595.09,1414.1,14.62,21.61,552.59,2388.17,9074.86,1.3,47.76,520.23,2388.21,8140.38,8.4905,0.03,395,2388,100.0,38.42,23.0981,38,643.152,643.118,643.084,643.0326666666666,1415.782,1415.928,1417.3915000000002,1416.2050000000002,47.792,47.81,47.81,47.77533333333334,8.48088,8.47684,8.473600000000001,8.4731,394.6,394.7,394.75,394.4,-0.07000000000005002,-4.120000000000118,-0.020000000000003126,0.0063000000000013046,0.0,Critical,14,39.31008597883598,Immediate Maintenance Required
33,96,0.0001,0.0003,100.0,518.67,642.25,1587.25,1408.73,14.62,21.61,554.46,2388.05,9056.81,1.3,47.23,522.95,2388.02,8144.14,8.3929,0.03,392,2388,100.0,39.01,23.3023,104,642.2520000000001,642.234,642.287,642.244,1402.896,1401.046,1400.4795,1399.5020000000002,47.29600000000001,47.317,47.2645,47.24966666666667,8.40024,8.40973,8.40418,8.40142,391.6,391.8,391.5,391.6333333333333,0.2599999999999909,13.740000000000009,-0.05000000000000426,0.014399999999998414,0.0,Warning,40,109.91192682711694,Schedule Maintenance Soon
34,139,0.0004,-0.0001,100.0,518.67,642.77,1598.47,1411.32,14.62,21.61,552.86,2388.11,9078.56,1.3,47.67,520.57,2388.05,8157.22,8.4703,0.03,393,2388,100.0,38.71,23.3597,56,642.732,642.771,642.7545,642.6976666666667,1408.956,1411.581,1410.73,1410.1643333333334,47.576,47.563,47.562,47.545,8.4585,8.458070000000001,8.456525,8.452846666666666,394.0,394.0,393.75,393.56666666666666,-0.2300000000000182,5.099999999999909,0.03999999999999915,0.015700000000000713,0.0,Warning,20,55.822793792264385,Schedule Maintenance Soon
35,20,0.0011,0.0005,100.0,518.67,643.07,1592.18,1409.41,14.62,21.61,553.7,2388.05,9053.43,1.3,47.28,521.4,2388.07,8140.38,8.4165,0.03,393,2388,100.0,39.19,23.3626,161,642.4280000000001,642.452,642.413,642.413,1403.358,1403.165,1404.084,1404.084,47.372,47.343,47.346,47.346,8.40762,8.413969999999999,8.41442,8.41442,392.4,392.1,392.45,392.45,0.8400000000000318,2.1900000000000546,0.030000000000001137,0.006399999999999295,0.0,Healthy,59,162.49368733222786,Operating Normally
36,129,-0.0002,0.0002,100.0,518.67,643.16,1591.2,1412.58,14.62,21.61,552.0,2388.22,9064.46,1.3,47.98,519.96,2388.18,8136.91,8.4881,0.03,395,2388,100.0,38.66,23.1879,29,643.022,643.072,643.058,643.0016666666667,1418.402,1417.903,1415.929,1415.1906666666666,47.872,47.831999999999994,47.7875,47.76133333333333,8.491,8.48235,8.47843,8.470066666666666,394.4,394.5,394.35,394.0,0.2099999999999227,-9.650000000000091,0.25,-0.005000000000000782,1.0,Critical,10,28.40582905982906,Immediate Maintenance Required
37,140,-0.0039,-0.0001,100.0,518.67,643.12,1600.13,1412.81,14.62,21.61,552.06,2388.2,9044.98,1.3,47.79,520.19,2388.21,8117.33,8.5031,0.03,394,2388,100.0,38.6,23.1167,30,643.29,643.1679999999999,643.0780000000001,643.035,1415.124,1415.562,1415.5584999999999,1413.912,47.724000000000004,47.769999999999996,47.738,47.715,8.46336,8.470600000000001,8.471575,8.46709,393.8,393.8,393.75,393.8666666666667,-0.5499999999999545,-4.509999999999991,0.1700000000000017,0.022299999999999542,0.0,Critical,13,36.1835321067821,Immediate Maintenance Required
38,139,-0.0009,-0.0,100.0,518.67,642.55,1594.27,1415.12,14.62,21.61,553.19,2388.11,9073.27,1.3,47.73,521.22,2388.14,8144.58,8.4876,0.03,393,2388,100.0,38.74,23.258,55,642.808,642.889,642.8399999999999,642.8136666666667,1410.7839999999999,1411.9689999999998,1411.8505,1410.785,47.721999999999994,47.653999999999996,47.632999999999996,47.623333333333335,8.46284,8.450510000000001,8.453845,8.453883333333334,394.2,394.0,393.7,393.56666666666666,-0.6100000000000136,4.099999999999909,-0.060000000000002274,0.016600000000000392,-3.0,Warning,20,55.993443829318835,Schedule Maintenance Soon
39,56,-0.0,0.0002,100.0,518.67,642.96,1588.39,1414.37,14.62,21.61,552.26,2388.16,9039.91,1.3,47.68,520.8,2388.19,8124.11,8.4358,0.03,394,2388,100.0,38.82,23.2573,72,642.5519999999999,642.759,642.7845,642.7810000000001,1408.648,1409.883,1409.7869999999998,1409.3283333333336,47.568,47.540000000000006,47.552499999999995,47.550333333333334,8.452879999999999,8.44504,8.44297,8.43815,393.6,393.8,393.6,393.43333333333334,0.19000000000005457,7.169999999999845,0.10999999999999943,-0.0129999999999999,0.0,Warning,29,79.67485185185186,Schedule Maintenance Soon
40,184,0.002,-0.0002,100.0,518.67,643.59,1604.29,1425.46,14.62,21.61,551.38,2388.18,9129.43,1.3,48.08,520.31,2388.19,8199.71,8.5105,0.03,396,2388,100.0,38.54,23.0755,4,643.622,643.72,643.5965,643.4826666666667,1429.1240000000003,1426.032,1425.144,1423.8773333333334,48.124,48.07000000000001,48.006,47.955999999999996,8.51746,8.51049,8.505895,8.500663333333334,396.4,395.8,395.8,395.56666666666666,-0.11000000000001364,-2.759999999999991,-0.12000000000000455,-0.02120000000000033,0.0,Critical,1,2.117667636883592,Immediate Maintenance Required
41,202,-0.0002,0.0004,100.0,518.67,642.8,1594.17,1417.11,14.62,21.61,552.11,2388.12,9130.02,1.3,47.92,520.59,2388.14,8198.03,8.4752,0.03,397,2388,100.0,38.59,23.0607,14,643.088,643.101,643.0285,642.977,1418.31,1418.967,1418.1634999999999,1416.5663333333334,47.89,47.839000000000006,47.809999999999995,47.76266666666666,8.48038,8.48482,8.48056,8.47447,395.8,395.4,395.1,394.8,-0.2800000000000864,0.4299999999998363,-0.03999999999999915,0.006899999999999906,1.0,Critical,6,16.889206349206347,Immediate Maintenance Required
42,140,0.001,-0.0005,100.0,518.67,642.37,1594.72,1405.4,14.62,21.61,553.19,2388.12,9062.11,1.3,47.66,520.62,2388.14,8140.04,8.4194,0.03,393,2388,100.0,38.81,23.333,56,642.652,642.667,642.7555,642.7216666666666,1407.1979999999999,1407.493,1407.219,1406.989,47.698,47.631,47.5745,47.54966666666667,8.439319999999999,8.44844,8.446565,8.44627,393.2,393.6,393.35,393.3,-0.57000000000005,0.18000000000006366,-0.010000000000005116,0.01750000000000007,-1.0,Warning,21,58.86752741179915,Schedule Maintenance Soon
43,162,-0.0019,-0.0004,100.0,518.67,642.39,1589.28,1403.67,14.62,21.61,553.82,2388.17,9054.62,1.3,47.61,521.35,2388.19,8126.98,8.4698,0.03,393,2388,100.0,38.64,23.3072,45,642.564,642.608,642.601,642.6593333333334,1408.7540000000001,1408.19,1408.0585,1407.3166666666666,47.576,47.533,47.546499999999995,47.527,8.45614,8.463289999999999,8.44672,8.441013333333334,393.0,392.9,393.0,392.93333333333334,-0.4700000000000273,-2.769999999999982,0.07000000000000028,0.023699999999999832,0.0,Critical,17,46.79987301587302,Immediate Maintenance Required
44,46,-0.0008,0.0003,100.0,518.67,641.89,1590.64,1398.48,14.62,21.61,553.87,2388.03,9066.21,1.3,47.33,521.81,2388.05,8149.15,8.4166,0.03,391,2388,100.0,38.97,23.3787,146,642.376,642.3209999999999,642.3135,642.255,1400.554,1398.739,1399.124,1399.9883333333332,47.239999999999995,47.25,47.275999999999996,47.27133333333334,8.40718,8.404160000000001,8.406485,8.407869999999999,391.8,391.7,391.75,391.6666666666667,-0.43000000000006366,3.630000000000109,0.0,0.038000000000000256,0.0,Warning,53,146.2212498223868,Schedule Maintenance Soon
45,129,0.0014,-0.0001,100.0,518.67,643.41,1592.32,1407.04,14.62,21.61,552.35,2388.05,9075.13,1.3,47.57,520.91,2388.05,8157.31,8.4692,0.03,395,2388,100.0,38.57,23.1598,29,642.796,642.7660000000001,642.7315,642.6983333333334,1409.288,1410.675,1409.5875,1407.8653333333334,47.65,47.578,47.528499999999994,47.501666666666665,8.46742,8.462390000000001,8.443484999999999,8.438076666666667,394.0,393.9,393.55,393.3666666666667,0.8199999999999363,-5.690000000000055,-0.14000000000000057,-0.006699999999998596,1.0,Critical,11,30.117249103352364,Immediate Maintenance Required
